rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr,st_tefflim,st_teffblend,st_mass,st_masserr,st_masslim,st_massblend,st_rad,st_raderr,st_radlim,st_radblend,hd_name,hip_name,pl_name,pl_tranflag,pl_rvflag,pl_imgflag,pl_astflag,pl_omflag,pl_cbflag,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_disc,pl_status,pl_mnum,pl_pelink,pl_edelink,st_plx,st_plxerr,st_plxlim,st_plxblend,st_pmra,st_pmraerr,st_pmralim,st_pmdec,st_pmdecerr,st_pmdeclim,st_sp,st_spstr,st_sperr,st_splim,st_spblend
41,RR Cae,b,Eclipse Timing Variations,1,4343.5,36.5,-36.5,0,0,,,0,,,,,,,,,,,,,17.6,,,-1,04h21m05.56s,65.273178,-48d39m07.1s,-48.651978,,,,,,,,,0.44,,0,0,,,,,,,RR Cae b,0,0,0,0,0,1,,,,,,,,,,,,,2012,3,0,http://exoplanet.eu/catalog/rr_cae_b/,,,,,,43,,0,-558.3,,0,6,M,,0,0
42,UZ For,b,Eclipse Timing Variations,2,5840,1095,-1095,0,0.04,0.05,-0.05,0,6.3,1.5,-1.5,-1,,,,,,,,,,,,,03h35m28.64s,53.869339,-25d44m21.8s,-25.739395,,,,,,,,,0.7,,0,0,,,,,,,UZ For b,0,0,0,0,0,1,2002.2,476.7,-476.7,-1,,,,,,,,,2011,3,0,,,,,,,,,,,,,,,,,
43,UZ For,c,Eclipse Timing Variations,2,1916.25,91.25,-91.25,0,0.05,0.05,-0.05,0,7.7,1.2,-1.2,-1,,,,,,,,,,,,,03h35m28.64s,53.869339,-25d44m21.8s,-25.739395,,,,,,,,,0.7,,0,0,,,,,,,UZ For c,0,0,0,0,0,1,2447.2,381.4,-381.4,-1,,,,,,,,,2011,3,0,,,,,,,,,,,,,,,,,
44,alf Ari,b,Radial Velocity,1,380.8,0.3,-0.3,0,0.25,0.03,-0.03,0,,,,,,,,,,,,,,,,,02h07m10.41s,31.793364,+23d27m44.7s,23.462423,20.21,0.4,-0.41,0,4553,15,0,,1.5,0.2,0,,13.9,0.3,0,,HD 12929,HIP 9884,alf Ari b,0,1,0,0,0,0,,,,,,,,,,,,,2010,3,0,http://exoplanet.eu/catalog/alf_ari_b/,http://exoplanets.org/detail/alpha_Ari_b,49.48,0.99,0,0,190.73,1.01,0,-145.77,0.77,0,5.1,K1 IIIb,,0,0
45,alf Cen B,b,Radial Velocity,1,3.2357,0.0008,-0.0008,0,0,,,0,,,,,,,,,,,,,,,,,14h39m35.08s,219.896164,-60d50m13.8s,-60.837154,1.35,0,0,0,5214,33,0,1,0.93,0.01,-1,1,0.86,,0,1,HD 128621,HIP 71681,alf Cen B b,0,1,0,0,0,0,,,,,,,,,,,,,2012,3,0,http://exoplanet.eu/catalog/alf_cen_b_b/,http://exoplanets.org/detail/alpha_Cen_B_b,742.12,1.4,0,0,-3600.35,26.1,0,952.11,19.75,0,5.1,K1 V,,0,1
46,bet Cnc,b,Radial Velocity,1,605.2,4,-4,0,0.08,0.02,-0.02,0,,,,,,,,,,,,,,,,,08h16m30.92s,124.128838,+09d11m08.0s,9.185545,89.05,7.08,-8.42,0,4092.1,17.5,0,0,1.7,0.1,0,0,47.2,1.3,0,0,HD 69267,HIP 40526,bet Cnc b,0,1,0,0,0,0,,,,,,,,,,,,,2014,3,0,http://exoplanet.eu/catalog/beta_cnc_b/,,11.23,0.97,0,0,-46.8,0.4,0,-49.3,0.3,0,5.4,K4 III,,0,0
47,bet Pic,b,Imaging,1,7482.5,1058.5,-511,0,0.06,0.07,-0.04,0,,,,,,,,,,,,,90.69,0.68,-0.68,0,05h47m17.09s,86.821198,-51d03m59.4s,-51.066513,19.28,0.19,-0.19,0,,,,,,,,,,,,,HD 39060,HIP 27321,bet Pic b,0,0,1,0,0,0,,,,,,,,,,,,,2008,3,0,http://exoplanet.eu/catalog/beta_pic_b/,http://exoplanets.org/detail/beta_Pic_b,51.87,0.51,0,0,4.1,1.2,0,83.3,1.2,0,2.5,A5 V,,0,0
48,bet UMi,b,Radial Velocity,1,522.3,2.7,-2.7,0,0.19,0.02,-0.02,0,,,,,,,,,,,,,,,,,14h50m42.33s,222.676361,+74d09m19.8s,74.155502,38.78,0.77,-0.8,0,4126,25,0,0,1.4,0.2,0,0,38.3,1.1,0,0,HD 131873,HIP 72607,bet UMi b,0,1,0,0,0,0,,,,,,,,,,,,,2014,3,0,http://exoplanet.eu/catalog/beta_umi_b/,,25.79,0.52,0,0,-32.29,0.45,0,11.91,0.57,0,5.4,K4 III,,0,0
49,eps Eri,b,Radial Velocity,1,2502,10,-10,0,0.702,0.039,-0.039,0,,,,,,,,,,,,,30.1,3.8,-3.8,0,03h32m55.84s,53.232685,-09d27m29.7s,-9.458262,3.22,0.01,-0.01,0,,,,,0.83,0.05,0,,,,,,HD 22049,HIP 16537,eps Eri b,0,1,0,0,0,0,,,,,,,,,,,,,2000,3,0,http://exoplanet.eu/catalog/eps_eridani_b/,http://exoplanets.org/detail/epsilon_Eri_b,310.75,0.85,0,1,-976.1,0.3,0,18.1,0.4,0,5.2,K2 V,,0,1
50,eps CrB,b,Radial Velocity,1,417.9,0.5,-0.5,0,0.11,0.03,-0.03,0,6.7,0.3,-0.3,0,,,,,,,,,,,,,15h57m35.25s,239.396881,+26d52m40.4s,26.87788,70.42,3.31,-3.65,0,4406,15,0,0,1.7,0.1,0,0,21,,0,0,HD 143107,HIP 78159,eps CrB b,0,1,0,0,0,0,2129.371,95.345,-95.345,0,,,,,,,,,2012,3,0,http://exoplanet.eu/catalog/eps_crb_b/,http://exoplanets.org/detail/epsilon_CrB_b,14.2,0.7,0,1,-78.9,0.6,0,-63,0.5,0,5.2,K2 III,,0,0
51,eps Tau,b,Radial Velocity,1,594.9,5.3,-5.3,0,0.151,0.023,-0.023,0,,,,,,,,,,,,,,,,,04h28m37.00s,67.154167,+19d10m49.6s,19.180431,47.53,1.78,-1.93,0,4901,20,0,,2.7,0.1,0,,13.7,0.6,0,,HD 28305,HIP 20889,eps Tau b,0,1,0,0,0,0,,,,,,,,,,,,,2006,3,0,http://exoplanet.eu/catalog/eps_tau_b/,http://exoplanets.org/detail/epsilon_Tau_b,21.04,0.82,0,0,106.7,0.3,0,-35.6,0.3,0,5,K0 III,,0,0
52,gam 1 Leo,b,Radial Velocity,1,428.5,1.25,-1.25,0,0.144,0.046,-0.046,0,,,,,,,,,,,,,,,,,10h19m58.36s,154.993149,+19d50m29.4s,19.841488,38.52,1.19,-1.27,0,4330,15,0,,1.23,0.21,0,,31.88,1.61,0,,HD 89484,HIP 50583 A,gam 1 Leo b,0,1,0,0,0,0,,,,,,,,,,,,,2009,3,0,http://exoplanet.eu/catalog/gamma_1_leo_b/,http://exoplanets.org/detail/gamma_Leo_A_b,25.96,0.83,0,0,310.77,1.13,0,-152.88,0.67,0,5.1,K1 IIIb Fe-0.5,,0,0
53,gam Cep,b,Radial Velocity,1,905.574,3.08,-3.08,0,0.12,0.05,-0.05,0,,,,,,,,,,,,,,,,,23h39m20.85s,354.836884,+77d37m56.2s,77.632278,13.79,0.1,-0.1,0,4888,,0,0,1.59,0.12,0,0,4.66,,0,0,HD 222404,HIP 116727,gam Cep b,0,1,0,0,0,0,,,,,,,,,,,,,2003,3,0,http://exoplanet.eu/catalog/gamma_cephei_b/,http://exoplanets.org/detail/gamma_Cep_b,72.5,0.52,0,0,-67.9,0.6,0,142.6,0.6,0,5.1,K1 IV,,0,0
54,kap CrB,b,Radial Velocity,1,1251,15,-15,0,0.073,0.049,-0.049,0,1.6,,,0,,,,,,,,,,,,,15h51m13.93s,237.808044,+35d39m26.6s,35.657383,31.12,0.58,-0.6,0,4877,25,0,,1.51,0.19,0,,5,0.2,0,,HD 142091,HIP 77655,kap CrB b,0,1,0,0,0,0,508.507,,,0,,,,,,,,,2007,3,0,http://exoplanet.eu/catalog/kappa_crb_b/,http://exoplanets.org/detail/kappa_CrB_b,32.13,0.61,0,0,-8.5,0.9,0,-347.1,1,0,5,K0 III-IV,,0,0
55,kap And,b,Imaging,1,,,,,,,,,13.616,23.042,-1.047,0,,,,,,,,,,,,,23h40m24.51s,355.102112,+44d20m02.2s,44.333931,52.03,1.7,-1.82,0,10900,300,0,0,2.6,0.2,0,0,,,,,HD 222439,HIP 116805,kap And b,0,0,1,0,0,0,4327.36,7323.224,-332.874,0,,,,,,,,,2012,3,0,http://exoplanet.eu/catalog/kappa_and_b/,,19.22,0.65,0,0,79.7,0.7,0,-17.6,0.8,0,1.9,B9 IV,,0,0
56,mu Leo,b,Radial Velocity,1,357.8,1.2,-1.2,0,0.09,0.06,-0.06,0,,,,,,,,,,,,,,,,,09h52m45.82s,148.190903,+26d00m25.0s,26.006952,40.78,1.4,-1.5,0,4538.2,27.5,0,0,1.5,0.1,0,0,11.4,0.2,0,0,HD 85503,HIP 48455,mu Leo b,0,1,0,0,0,0,,,,,,,,,,,,,2014,3,0,http://exoplanet.eu/catalog/mu_leo_b/,,24.52,0.87,0,0,-216.4,0.4,0,-54.6,0.4,0,5.2,K2 III,,0,0
57,nu Oph,b,Radial Velocity,2,530.32,0.35,-0.35,0,0.1256,0.0065,-0.0065,0,24,,,0,,,,,,,,,,,,,17h59m01.59s,269.756622,-09d46m25.1s,-9.773632,46.84,1.67,-1.8,0,4928,25,0,,3.04,0.06,0,,15.1,1.1,0,,HD 163917,HIP 88048,nu Oph b,0,1,0,0,0,0,7627.6,,,0,,,,,,,,,2012,3,0,http://exoplanet.eu/catalog/nu_oph_b/,,21.35,0.79,0,0,-9.3,0.3,0,-115.2,0.3,0,5.1,K1 III,,0,0
58,nu Oph,c,Radial Velocity,2,3186,14,-14,0,0.165,0.013,-0.013,0,27,,,0,,,,,,,,,,,,,17h59m01.59s,269.756622,-09d46m25.1s,-9.773632,46.84,1.67,-1.8,0,4928,25,0,,3.04,0.06,0,,15.1,1.1,0,,HD 163917,HIP 88048,nu Oph c,0,1,0,0,0,0,8581.05,,,0,,,,,,,,,2012,3,0,http://exoplanet.eu/catalog/nu_oph_c/,,21.35,0.79,0,0,-9.3,0.3,0,-115.2,0.3,0,5.1,K1 III,,0,0
59,ome Ser,b,Radial Velocity,1,277.02,0.52,-0.51,0,0.106,0.079,-0.069,0,,,,,,,,,,,,,,,,,15h50m17.55s,237.573105,+02d11m47.4s,2.196509,80.64,4.48,-5.05,0,4770,10,0,0,2.17,0.21,0,0,12.3,0.88,0,0,HD 141680,HIP 77578,ome Ser b,0,1,0,0,0,0,,,,,,,,,,,,,2013,3,0,http://exoplanet.eu/catalog/ome_ser_b/,http://exoplanets.org/detail/omega_Ser_b,12.4,0.73,0,0,30.4,1.1,0,-46.2,1.1,0,4.8,G8 III,,0,0
60,omi CrB,b,Radial Velocity,1,187.83,0.54,-0.54,0,0.191,0.085,-0.085,0,1.5,,,0,,,,,,,,,,,,,15h20m08.56s,230.03566,+29d36m58.4s,29.616209,84.03,4.92,-5.57,0,4749,20,0,,2.13,0.23,0,,10.5,0.7,0,,HD 136512,HIP 75049,omi CrB b,0,1,0,0,0,0,476.725,,,0,,,,,,,,,2012,3,0,http://exoplanet.eu/catalog/omi_crb_b/,http://exoplanets.org/detail/omicron_CrB_b,11.9,0.74,0,0,-118.5,1,0,-41.4,0.9,0,5,K0,,0,0
61,omi UMa,b,Radial Velocity,1,1630,35,-35,0,0.13,0.065,-0.065,0,4.1,,,0,,,,,,,,,,,,,08h30m15.87s,127.566124,+60d43m05.4s,60.71817,56.31,1.99,-2.14,0,5242,10,0,,3.09,0.07,0,,14.1,1,0,,HD 71369,HIP 41704,omi UMa b,0,1,0,0,0,0,1303.05,,,0,,,,,,,,,2012,3,0,http://exoplanet.eu/catalog/omi_uma_b/,http://exoplanets.org/detail/omicron_UMa_b,17.76,0.65,0,0,-134.31,0.4,0,-107.73,0.47,0,4.5,G5 III,,0,0
62,rho CrB,b,Radial Velocity,1,39.845,,,0,0.04,0.15,-0.15,0,,,,,,,,,,,,,,,,,16h01m02.66s,240.261093,+33d18m12.6s,33.303509,17.43,0.21,-0.22,0,,,,,,,,,,,,,HD 143761,HIP 78459,rho CrB b,0,1,0,0,0,0,,,,,,,,,,,,,1997,3,0,,http://exoplanets.org/detail/rho_CrB_b,57.38,0.71,0,0,-199.1,1,0,-773.9,1,0,4,G0 V,,0,0
63,tau Boo,b,Radial Velocity,1,3.312433,0.000019,-0.000019,0,0.023,0.015,-0.015,0,5.95,0.28,-0.28,0,,,,,,,,,44.5,1.5,-1.5,0,13h47m15.74s,206.815598,+17d27m24.9s,17.456905,15.6,0.17,-0.17,0,6400,,0,0,1.34,0.05,0,0,1.46,0.05,0,0,HD 120136,HIP 67275,tau Boo b,0,1,0,0,0,0,1891.01,88.99,-88.99,0,,,,,,,,,1996,3,0,http://exoplanet.eu/catalog/tau_boo_b/,http://exoplanets.org/detail/tau_Boo_b,64.12,0.7,0,1,-480.8,0.4,0,50.4,0.4,0,3.7,F7 V,,0,0
64,tau Gem,b,Radial Velocity,1,305.5,0.1,-0.1,0,0.031,0.009,-0.009,0,,,,,,,,,,,,,,,,,07h11m08.37s,107.784882,+30d14m42.6s,30.245163,92.51,7.62,-9.12,0,4388,25,0,0,2.3,0.3,0,0,26.8,0.7,0,0,HD 54719,HIP 34693,tau Gem b,0,1,0,0,0,0,,,,,,,,,,,,,2013,3,0,http://exoplanet.eu/catalog/tau_gem_b/,,10.81,0.97,0,1,-34.1,1,0,-48.4,1,0,5.2,K2 III,,0,0
65,ups And,b,Radial Velocity,4,4.617033,0.000023,-0.000023,0,0.0215,0.0007,-0.0007,0,,,,,,,,,,,,,,,,,01h36m47.84s,24.199345,+41d24m19.7s,41.40546,13.47,0.13,-0.13,0,,,,,,,,,,,,,HD 9826,HIP 7513,ups And b,0,1,0,0,1,0,,,,,,,,,,,,,1996,3,0,http://exoplanet.eu/catalog/ups_and_b/,http://exoplanets.org/detail/upsilon_And_b,74.25,0.72,0,0,-172.57,0.52,0,-381.01,0.45,0,4,G0,,0,0
66,ups And,c,Radial Velocity,4,241.258,0.064,-0.064,0,0.2596,0.0079,-0.0079,0,,,,,,,,,,,,,,,,,01h36m47.84s,24.199345,+41d24m19.7s,41.40546,13.47,0.13,-0.13,0,,,,,,,,,,,,,HD 9826,HIP 7513,ups And c,0,1,0,0,0,0,,,,,,,,,,,,,1999,3,0,http://exoplanet.eu/catalog/ups_and_c/,http://exoplanets.org/detail/upsilon_And_c,74.25,0.72,0,0,-172.57,0.52,0,-381.01,0.45,0,4,G0,,0,0
67,ups And,d,Radial Velocity,4,1276.46,0.57,-0.57,0,0.2987,0.0072,-0.0072,0,,,,,,,,,,,,,,,,,01h36m47.84s,24.199345,+41d24m19.7s,41.40546,13.47,0.13,-0.13,0,,,,,,,,,,,,,HD 9826,HIP 7513,ups And d,0,1,0,0,0,0,,,,,,,,,,,,,1999,3,0,http://exoplanet.eu/catalog/ups_and_d/,http://exoplanets.org/detail/upsilon_And_d,74.25,0.72,0,0,-172.57,0.52,0,-381.01,0.45,0,4,G0,,0,0
68,ups And,e,Radial Velocity,4,3848.86,0.74,-0.74,0,0.00536,0.00044,-0.00044,0,,,,,,,,,,,,,,,,,01h36m47.84s,24.199345,+41d24m19.7s,41.40546,13.47,0.13,-0.13,0,,,,,,,,,,,,,HD 9826,HIP 7513,ups And e,0,1,0,0,0,0,,,,,,,,,,,,,2010,3,0,http://exoplanet.eu/catalog/ups_and_e/,,74.25,0.72,0,0,-172.57,0.52,0,-381.01,0.45,0,4,G0,,0,0
69,xi Aql,b,Radial Velocity,1,136.75,0.25,-0.25,0,0,,,0,,,,,,,,,,,,,,,,,19h54m14.88s,298.562012,+08d27m41.2s,8.461452,62.66,3.73,-4.23,0,,,,,,,,,,,,,HD 188310,HIP 97938,xi Aql b,0,1,0,0,0,0,,,,,,,,,,,,,2007,3,0,http://exoplanet.eu/catalog/ksi_aql_b/,http://exoplanets.org/detail/xi_Aql_b,15.96,1.01,0,1,102.4,1.2,0,-81,1.2,0,5,K0,,0,1
70,Fomalhaut,b,Imaging,1,318280,,,0,0.13,,,-1,2.6,0.9,-0.9,0,1.2,,,0,,,,,,,,,22h57m39.05s,344.412689,-29d37m20.1s,-29.622236,7.69,0.05,-0.05,0,,,,,2,,0,0,,,,,HD 216956,HIP 113368,Fomalhaut b,0,0,1,0,0,0,826.3,286,-286,0,13.5,,,0,,,,,2008,3,0,http://exoplanet.eu/catalog/fomalhaut_b/,http://exoplanets.org/detail/Fomalhaut_b,130.08,0.92,0,0,329.22,1.05,0,-164.22,0.73,0,2.3,A3 V,,0,0
71,Kapteyn,b,Radial Velocity,2,48.616,0.036,-0.032,0,0.21,0.11,-0.1,0,,,,,,,,,,,,,,,,,05h11m40.58s,77.91909,-45d01m06.3s,-45.018414,3.92,0.01,-0.01,0,3550,50,0,0,0.28,0.01,0,0,0.29,0.03,0,0,HD 33793,HIP 24186,Kapteyn b,0,1,0,0,0,0,,,,,,,,,,,,,2014,3,0,,,255.26,0.86,0,0,6544.2,1.5,0,-5774.3,1.4,0,6,M0 V,,0,0
72,Kapteyn,c,Radial Velocity,2,121.54,0.25,-0.25,0,0.23,0.1,-0.12,0,,,,,,,,,,,,,,,,,05h11m40.58s,77.91909,-45d01m06.3s,-45.018414,3.92,0.01,-0.01,0,3550,50,0,0,0.28,0.01,0,0,0.29,0.03,0,0,HD 33793,HIP 24186,Kapteyn c,0,1,0,0,0,0,,,,,,,,,,,,,2014,3,0,,,255.26,0.86,0,0,6544.2,1.5,0,-5774.3,1.4,0,6,M0 V,,0,0
73,1RXS J160929.1-210524,b,Imaging,1,,,,,,,,,8,4,-2,0,1.664,,,0,,,,,,,,,16h09m30.30s,242.376266,-21d04m58.9s,-21.083036,145,20,-20,0,4060,300,0,0,0.85,0.2,0,0,1.35,,0,0,,,1RXS J160929.1-210524 b,0,0,1,0,0,0,2543,1271,-636,0,18.647,,,0,,,,,2008,3,0,http://exoplanet.eu/catalog/1rxs1609_b/,,,,,0,,,,,,,5.7,K7 V,,0,0
74,2MASS J01225093-2439505,b,Imaging,1,,,,,,,,,24.5,2.5,-2.5,0,,,,,,,,,,,,,01h22m50.94s,20.712242,-24d39m50.6s,-24.664049,36,4,-4,0,3530,50,0,0,0.4,0.05,0,0,,,,,,,2MASS J01225093-2439505 b,0,0,1,0,0,0,7786.5,794.5,-794.5,0,,,,,,,,,2013,3,0,http://exoplanet.eu/catalog/2m_0122-2439_b/,,,,,0,,,,,,,6.35,M3.5 V,,0,0
75,2MASS J04414489+2301513,b,Imaging,1,,,,,,,,,7.5,2.5,-2.5,0,,,,,,,,,,,,,04h41m44.90s,70.437073,+23d01m51.4s,23.030941,140,,,0,,,,,0.02,,0,0,,,,,,,2MASS J04414489+2301513 b,0,0,1,0,0,0,2383.6,794.5,-794.5,0,,,,,,,,,2010,3,0,http://exoplanet.eu/catalog/2m_044144_b/,,,,,0,,,,,,,6.85,M8.5,,0,0
76,2MASS J12073346-3932539,b,Imaging,1,,,,,,,,,4,1,-1,0,,,,,,,,,,,,,12h07m33.47s,181.88945,-39d32m54.0s,-39.548332,52.4,1.1,-1.1,0,,,,,0.02,,0,0,,,,,,,2MASS J12073346-3932539 b,0,0,1,0,0,0,1271,318,-318,0,,,,,,,,,2004,3,0,http://exoplanet.eu/catalog/2m1207_b/,,,,,,,,,,,,6.8,M8,,0,0
77,2MASS J21402931+1625183 A,b,Imaging,1,7336.5,1934.5,-584,0,0.26,0.06,-0.06,0,20.95,83.79,-20.95,0,0.92,0.39,-0.36,0,,,,,46.2,2.5,-8.7,0,21h40m29.32s,325.122162,+16d25m18.3s,16.421759,25,10,-10,0,2300,80,0,0,0.08,0.06,0,0,0.12,0.05,0,0,,,2MASS J21402931+1625183 A b,0,1,1,0,0,0,6657.48,26629.91,-6657.48,0,10.31,4.37,-4.04,0,,,,,2009,3,0,http://exoplanet.eu/catalog/2m_2140+16_b/,,,,,0,,,,,,,6.85,M8.5,,0,0
78,BD-17 63,b,Radial Velocity,1,655.6,0.6,-0.6,0,0.54,0.005,-0.005,0,,,,,,,,,,,,,,,,,00h28m34.31s,7.142942,-16d13m34.8s,-16.226345,37.54,1.87,-2.08,0,4714,93,0,0,0.74,0.03,0,0,0.69,,0,0,,HIP 2247,BD-17 63 b,0,1,0,0,0,0,,,,,,,,,,,,,2008,3,0,http://exoplanet.eu/catalog/bd-17_63_b/,http://exoplanets.org/detail/HIP_2247_b,26.64,1.4,0,0,-356.5,1.6,0,-228,1.6,0,5.5,K5 V,,0,0
79,BD-13 2130,b,Radial Velocity,1,714.3,5.3,-5.3,0,0.21,0.07,-0.07,0,,,,,,,,,,,,,,,,,07h37m09.24s,114.288492,-13d54m24.0s,-13.906663,,,,,,,,,,,,,,,,,,,BD-13 2130 b,0,1,0,0,0,0,,,,,,,,,,,,,2007,3,0,http://exoplanet.eu/catalog/ngc_2423_3_b/,http://exoplanets.org/detail/NGC_2423_3_b,,,,,,,,,,,4.5,G5 IV/V,,0,0
80,BD-10 3166,b,Radial Velocity,1,3.48777,0.00011,-0.00011,0,0.019,0.023,-0.023,0,,,,,,,,,,,,,,,,,10h58m28.78s,164.619936,-10d46m13.3s,-10.770373,80,10,-10,0,5393,,0,0,1.01,,,0,,,,,,,BD-10 3166 b,0,1,0,0,0,0,,,,,,,,,,,,,2000,3,0,http://exoplanet.eu/catalog/bd-10_3166_b/,http://exoplanets.org/detail/BD_-10_3166_b,,,,0,,,,,,,5,K0 V,,0,0
81,BD-08 2823,b,Radial Velocity,2,5.6,0.02,-0.02,0,0.15,0.15,-0.15,0,,,,,,,,,,,,,,,,,10h00m47.72s,150.198837,-09d31m00.0s,-9.51668,42.09,2.67,-3.06,0,4746,63,0,0,0.74,0.07,0,0,,,,,,HIP 49067,BD-08 2823 b,0,1,0,0,0,0,,,,,,,,,,,,,2009,3,0,http://exoplanet.eu/catalog/bd-082823_b/,http://exoplanets.org/detail/BD_-08_2823_b,23.76,1.61,0,0,-374.6,1.1,0,24.1,1.1,0,5.3,K3 V,,0,0
82,BD-08 2823,c,Radial Velocity,2,237.6,1.5,-1.5,0,0.19,0.09,-0.09,0,,,,,,,,,,,,,,,,,10h00m47.72s,150.198837,-09d31m00.0s,-9.51668,42.09,2.67,-3.06,0,4746,63,0,0,0.74,0.07,0,0,,,,,,HIP 49067,BD-08 2823 c,0,1,0,0,0,0,,,,,,,,,,,,,2009,3,0,http://exoplanet.eu/catalog/bd-082823_c/,http://exoplanets.org/detail/BD_-08_2823_c,23.76,1.61,0,0,-374.6,1.1,0,24.1,1.1,0,5.3,K3 V,,0,0
83,BD-06 1339,b,Radial Velocity,2,3.8728,0.0004,-0.0004,0,0,,,0,,,,,,,,,,,,,,,,,05h53m00.28s,88.251183,-05d59m41.4s,-5.994844,20.1,0.65,-0.69,0,4324,100,0,0,0.7,,0,0,,,,,,HIP 27803,BD-06 1339 b,0,1,0,0,0,0,,,,,,,,,,,,,2013,3,0,http://exoplanet.eu/catalog/bd-061339_b/,,49.74,1.66,0,0,0.1,1.3,0,-347.5,1.5,0,5.85,K7/M0 V,,0,0
84,BD-06 1339,c,Radial Velocity,2,125.94,0.44,-0.44,0,0.31,0.11,-0.11,0,,,,,,,,,,,,,,,,,05h53m00.28s,88.251183,-05d59m41.4s,-5.994844,20.1,0.65,-0.69,0,4324,100,0,0,0.7,,0,0,,,,,,HIP 27803,BD-06 1339 c,0,1,0,0,0,0,,,,,,,,,,,,,2013,3,0,http://exoplanet.eu/catalog/bd-061339_c/,,49.74,1.66,0,0,0.1,1.3,0,-347.5,1.5,0,5.85,K7/M0 V,,0,0
85,BD+14 4559,b,Radial Velocity,1,268.94,0.99,-0.99,0,0.29,0.03,-0.03,0,,,,,,,,,,,,,,,,,21h13m35.99s,318.399963,+14d41m21.8s,14.689387,50.03,3.73,-4.38,0,5008,20,0,0,0.86,0.15,0,0,0.95,0.2,0,0,,HIP 104780,BD+14 4559 b,0,1,0,0,0,0,,,,,,,,,,,,,2009,3,0,http://exoplanet.eu/catalog/bd14_4559_b/,http://exoplanets.org/detail/BD_+14_4559_b,19.99,1.61,0,0,233.9,1.4,0,0.3,1.3,0,5.2,K2 V,,0,0
86,BD+15 2940,b,Radial Velocity,1,137.48,0.34,-0.34,0,0.26,0.1,-0.1,0,,,,,,,,,,,,,,,,,16h00m22.94s,240.095566,+15d32m48.9s,15.54693,175.44,,,-1,4796,117,0,0,1.1,0.2,0,0,14.7,2.8,0,0,,HIP 78407,BD+15 2940 b,0,1,0,0,0,0,,,,,,,,,,,,,2013,3,0,http://exoplanet.eu/catalog/bd+15_2940_b/,,1.71,1.33,0,0,15.5,1.1,0,-41.1,1,0,5,K0,,0,0
87,BD+20 2457,b,Radial Velocity,2,379.63,2.01,-2.01,0,0.15,0.03,-0.03,0,,,,,,,,,,,,,,,,,10h16m44.86s,154.186905,+19d53m29.1s,19.891409,,,,,4137,10,0,0,2.8,1.5,0,0,49,26,0,0,,,BD+20 2457 b,0,1,0,0,0,0,,,,,,,,,,,,,2009,3,0,http://exoplanet.eu/catalog/bd20_2457_b/,http://exoplanets.org/detail/BD_+20_2457_b,5,26.5,0,0,,,,,,,5.2,K2 II,,0,0
88,BD+20 2457,c,Radial Velocity,2,621.99,10.2,-10.2,0,0.18,0.06,-0.06,0,,,,,,,,,,,,,,,,,10h16m44.86s,154.186905,+19d53m29.1s,19.891409,,,,,4137,10,0,0,2.8,1.5,0,0,49,26,0,0,,,BD+20 2457 c,0,1,0,0,0,0,,,,,,,,,,,,,2009,3,0,http://exoplanet.eu/catalog/bd20_2457_c/,http://exoplanets.org/detail/BD_+20_2457_c,5,26.5,0,0,,,,,,,5.2,K2 II,,0,0
89,BD+20 274,b,Radial Velocity,1,578.2,5.4,-5.4,0,0.21,0.06,-0.06,0,4.2,,,0,,,,,,,,,,,,,01h43m40.88s,25.920324,+21d00m19.1s,21.005314,,,,,4296,10,0,0,0.8,0.2,0,0,17.3,0.9,0,0,,,BD+20 274 b,0,1,0,0,0,0,1334.8,,,0,,,,,,,,,2012,3,0,http://exoplanet.eu/catalog/bd+20_274_c/,,,,,,,,,,,,5.5,K5 III,,0,0
90,BD+48 738,b,Radial Velocity,1,392.6,5.5,-5.5,0,0.2,0.1,-0.1,0,,,,,,,,,,,,,,,,,02h42m50.45s,40.710224,+49d35m13.1s,49.58696,,,,,4414,15,0,0,0.74,0.39,0,0,11,1,0,0,,,BD+48 738 b,0,1,0,0,0,0,,,,,,,,,,,,,2011,3,0,http://exoplanet.eu/catalog/bd_+48_738_b/,http://exoplanets.org/detail/BD_+48_738_b,,,,,,,,,,,5,K0 III,,0,0
